Title,Description,Type,Language,License,Data Status,Hosted/Linked,Update Frequency,Landing Page,Date Published,Date Updated,Contact Point,Data Granularity,Temporal Coverage From,Temporal Coverage To,Spatial Coverage,Jurisdiction,Data Portal,Publisher/Agency,Keywords,Groups
Tourist Accommodation,"This annual release of the STA contains four quarters of the financial year.

This release contains information on the supply of, and demand for, tourist accommodation facilities. Data include number of establishments and capacity for each quarter of the financial year and occupancy and takings from accommodation for each month; by type of establishment and accommodation class. Data are presented for each state/territory and Australia, and by Tourism Region and Statistical Area Level 2.

Results are for hotels, motels and guest houses with 15 or more rooms and serviced apartments with 15 or more units.",dataset,English,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/8db6aa66-707a-400a-b6cb-cc0fac56f1ae,2013-04-15T05:31:30.299696,2017-01-23T03:36:44.934189,DataSA@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,ABS (SA Data),"accommodation, economic, statistics, survey, tourism, tourist",transport-travel-and-motoring
Traffic Intersection Volumes,"Data from the traffic signalling system (SCATS). The dataset contains hourly traffic volumes for the Adelaide City Council jurisdiction.

Metadata:

<ul>
  <li>- site_no: Unique site identifier for each intersection.</li>

  <li>- site_desc: Brief description of the intersection.</li>

  <li>- lat: the latitude of that traffic intersection.</li>

  <li>- lon: the longitude of that traffic intersection.</li>

  <li>- rec_date: date of the traffic intersection count.</li>

  <li>- rec_hour: hour of the traffic intersection count.</li>

  <li>- hourly_traffic: hourly traffic intersection count.</li>

  <li>- t_detector_counts: total expected count events in an hour at that intersection.</li>

  <li>- t_valid_counts: total number of non-error count events in an hour at that intersection.</li>

  <li>- t_error_counts: total number of error count events in an hour at that intersection.</li>

  <li>- error_ratio: ratio between error and non-error count events.</li>
</ul>",dataset,English,Creative Commons Attribution,active,Linked,annually,/data/dataset/1492e6ae-1ee1-4490-8e01-5a9e8a28fb3a,2016-07-06T00:50:58.575377,2017-02-09T03:53:50.131169,city@adelaidecitycouncil.com,,2010-01-01,2014-12-31,South Australia,Local Government,data.sa.gov.au,City of Adelaide,"count, intersection, traffic, volumes",transport-travel-and-motoring
Traffic Lane Vehicle Counts at Signalised Intersections and Pedestrian Crossings (sample),"The lane count data for Signalised Intersections and Pedestrian Crossings from 8 June 2017 to 14 June 2017. Behind the stop line at most signalised location there are loops that detect vehicle presence in each lane and they can provide an approximate count of vehicles.

The location of the signalised intersections and pedestrian crossings connected to the SCATS (Sydney Coordinated Adaptive Traffic System) traffic signal system is also provided here as a separate resource.",dataset,English,Creative Commons Attribution,active,Hosted,Once off,/data/dataset/e6c1f446-de74-4270-811d-5dc5ec79643b,2017-07-24T07:56:49.079649,2017-08-07T06:57:48.750825,james.cox@sa.gov.au,,2017-06-08,2017-07-14,South Australia,Government of South Australia,data.sa.gov.au,"Department of Planning, Transport and Infrastructure","count, crossing, intersection, lane, pedestrian, SCATS, traffic, vehicle",developer-portal
Traffic Restrictions,Illustrates traffic restrictions across the Adelaide City Council boundary area.,dataset,,Creative Commons Attribution,active,Linked,When new traffic restrictions are submitted,/data/dataset/68ce82f9-f1dc-4cb2-9080-e5c5f0cf0eb0,2014-05-26T05:22:55.407808,2017-07-02T23:36:29.586443,DataSA@sa.gov.au,Provides location and time information on traffic restrictions,N/A,N/A,Adelaide and North Adelaide,Local Government,data.sa.gov.au,N/A,"restrictions, Road Closures, Roadworks, traffic",community-information-and-citizen-services
Traffic Signals,South Australian intersections traffic signal locations and information.,dataset,English,Creative Commons Attribution,active,Linked,weekly,/data/dataset/ded7c11d-2cd3-4bff-8d6f-dd850250a486,2014-07-04T04:39:51.655449,2020-02-24T02:09:27.093892,nick.avraam@sa.gov.au,,N/A,2015-11-01,South Australia,Government of South Australia,data.sa.gov.au,"Department of Planning, Transport and Infrastructure","intersections, pedestrians, roads, traffic, traffic lights, traffic signals",transport-travel-and-motoring
Traffic Volumes,South Australia estimated and captured traffic volume information along sealed roads. Data is automatically updated weekly.,dataset,English,Creative Commons Attribution,active,Linked,weekly,/data/dataset/e5d6588a-f163-4f6a-bc57-25e95c87b5bd,2014-07-04T04:22:15.208346,2020-04-23T08:38:15.819987,andrew.krause@sa.gov.au,,N/A,,South Australia,Government of South Australia,data.sa.gov.au,"Department of Planning, Transport and Infrastructure","motoring, roads, traffic, volumes",transport-travel-and-motoring
Traffic volumes on top 40 intersections in SA,A ranking of the top 40 intersections based on the number of vehicles passing through each intersection.,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/30923a23-a396-445c-a082-43dc19c2f789,2017-05-02T07:27:38.223656,2020-03-13T04:39:35.240842,andrew.krause@sa.gov.au,Vehicle count,2017-01-01,2017-01-01,South Australia,Government of South Australia,data.sa.gov.au,"Department of Planning, Transport and Infrastructure","intersection, road, traffic, vehicle",transport-travel-and-motoring
Road Route Numbers (Trail Blazer),Location of selected metropolitan and rural roads and highways identified to provide information to tourists and other visitors to assist lead them to a destination along a particular route. ,dataset,English,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/8c04fe5a-a624-467b-b5b8-61337c1870ec,2014-07-04T05:50:40.963420,2020-02-24T02:23:29.522205,chris.town@sa.gov.au,,N/A,,South Australia,Government of South Australia,data.sa.gov.au,"Department of Planning, Transport and Infrastructure","destination, roads, route, tourist information, visitor information",transport-travel-and-motoring
Traineeships and Apprenticeships,"The datasets contain South Australian Training Contract commencement, completion and in-training data. All three types of data can be downloaded as separate zip files. Please download the zip file under each dataset to gain access to all of the data.",dataset,English,Creative Commons Attribution,active,Linked,quarterly,/data/dataset/878e08bb-732a-49dd-bf66-bfce88cccefd,2013-05-27T03:47:09.074462,2020-06-25T08:30:02.240748,dis.tas@sa.gov.au,,N/A,,South Australia,Government of South Australia,data.sa.gov.au,Department for Innovation and Skills,"Apprentice, Apprenticeship, business, Business, Commencement, Completion, Contract, Education, skills, Trainee, Traineeship, Training","education-skills-and-learning, finance-and-employment"
Travel Speed in Metropolitan Adelaide,"Travel time surveys are conducted annually on ten metropolitan Adelaide arterial road routes using the floating car technique. They are conducted on weekdays during both the morning and afternoon peaks as well as during the off-peak period. The results are displayed as actual travel speeds for each of the routes individually, as well as aggregated to form a suite of travel time performance indicators in a separate dataset ""Travel time performance indicators"". This dataset has results from 1998 to the latest year.",dataset,English,Creative Commons Attribution,active,Linked,annually,/data/dataset/6165be8c-de3c-43df-b8ef-adecda469880,2016-07-21T02:15:20.963084,2020-03-12T05:28:38.176369,andrew.krause@sa.gov.au,,1998-01-01,2015-01-01,South Australia,Government of South Australia,data.sa.gov.au,"Department of Planning, Transport and Infrastructure","transport, travel speed",transport-travel-and-motoring
Travel time performance indicators,"Travel time surveys are conducted annually on ten metropolitan Adelaide arterial road routes using the floating car technique. They are conducted on weekdays during both the morning and afternoon peaks as well as during the off-peak period. The results are displayed as actual travel speeds for each of the routes individually in a separate dataset ""Travel Speed in Metropolitan Adelaide "", as well as aggregated to form a suite of travel time performance indicators. The aggregation is done by breaking each route down into a series of 'links' and weighting travel times for each link by the average number of vehicles per hour travelling on that link. This dataset has results from 1994 to the latest year. ",dataset,English,Creative Commons Attribution,active,Linked,annually,/data/dataset/49957d6f-4b19-4e78-81b5-d1f694f5b4d0,2016-07-31T23:42:18.717984,2020-03-13T04:43:02.352244,andrew.krause@sa.gov.au ,,,,South Australia,Government of South Australia,data.sa.gov.au,"Department of Planning, Transport and Infrastructure","adelaide, metropolitan, Travel Speed, vehicle",transport-travel-and-motoring
Unleashed Facebook Page Key Statistics,"This dataset contains statistics (key metrics) related to the Unleashed Facebook page (https://www.facebook.com/UnleashedADL/).
Unleashed is an open data competition, an initiative of the Office for Digital Government, Department of the Premier and Cabinet. This data is used to monitor the level of engagement activity with the audience, and make the communication effective in regards to the event.",dataset,English,Creative Commons Attribution,active,Linked,monthly,/data/dataset/72e3a9de-7819-49fe-9e4b-6556ab8fce32,2016-06-29T04:50:28.138202,2016-06-29T04:54:03.996967,datasa@sa.gov.au,Key Metrics only,2016-06-01,Current,The World,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,,government-reporting-and-policy
Unleashed Twitter Statistics,"This dataset contains statistics related to the Unleashed Twitter account (@SAUnleashed). Unleashed is an open data competition, an initiative of the Office for Digital Government, Department of the Premier and Cabinet. The data is used to monitor the level of engagement activity with the audience, and make the communication effective in regards to the event.",dataset,English,Creative Commons Attribution,active,Hosted,monthly,/data/dataset/f6a2e26f-3870-42cb-a639-f286af15fa62,2016-06-29T05:59:20.970815,2016-06-29T06:02:02.784350,datasa@sa.gov.au,,2016-05-01,Current,The World,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,"Analytics, Engagement, Statistics, Twitter, Unleashed",government-reporting-and-policy
Unleashed website statistics,"This dataset contains statistics related to the Unleashed website (http://uladl.com). Unleashed is an open data competition, an initiative of the Office for Digital Government, Department of the Premier and Cabinet. The data is used to monitor the level of engagement activity with the audience, and make the communication effective in regards to the event.",dataset,English,Creative Commons Attribution,active,Hosted,monthly,/data/dataset/00fd5258-7d22-4de0-bfbf-84e5c3b2abf6,2016-06-29T03:29:55.411298,2016-06-29T03:36:58.602151,datasa@sa.gov.au,,2016-06-01,Current,The World,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,"data, Unleashed, website, website statistics",government-reporting-and-policy
Unleashed You tube channel statistics,"This dataset contains statistics related to the Unleashed You tube channel (UnleashedADL). Unleashed is an open data competition, an initiative of the Office for Digital Government, Department of the Premier and Cabinet. The data is used to monitor the level of engagement activity with the audience, and make the communication effective in regards to the event.",dataset,English,Creative Commons Attribution,active,Hosted,monthly,/data/dataset/525e5917-0b94-4271-81aa-16b0db98d2db,2016-06-29T03:45:20.440963,2016-06-29T03:47:32.264629,datasa@sa.gov.au,,2016-06-01,Current,The World,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,"data, Unleashed, youtube",government-reporting-and-policy
UPark Car Parks - Available Spaces,"Displays the number of current car parking spaces available at each of the UPark car parks located in the city.

Further information re UPark locations, operating hours, rates are available at: http://upark.com.au/
",dataset,,Creative Commons Attribution,active,Linked,Every 2 minutes,/data/dataset/0a66175c-e9d4-4513-ad8e-83c0f1b845ef,2014-06-05T05:22:01.239322,2016-12-02T04:19:38.583167,DataSA@sa.gov.au,"Off street parking data for UPARK car parks showing number of spaces currently available, updated every two minutes.",Current,N/A,Adelaide City Council Boundary,Local Government,data.sa.gov.au,City of Adelaide,"available spaces, car park, car parking, city car parks, city parking, parking, upark, uparks",community-information-and-citizen-services
